"ts_code","symbol","name","area","industry","cnspell","market","list_date","act_name","act_ent_type","delist_date","list_status","fullname","enname","exchange","curr_type","is_hs"
"301578.SZ","301578","辰奕智能","广东","IT设备","cyzn","创业板","20231228","胡卫清","民营企业","","L","广东辰奕智能科技股份有限公司","Guangdong Seneasy Intelligent Technology Co.,Ltd.","SZSE","CNY","N"
"301580.SZ","301580","爱迪特","河北","医疗保健","adt","创业板","20240626","李洪文","民营企业","","L","爱迪特(秦皇岛)科技股份有限公司","Aidite (Qinhuangdao) Technology Co., Ltd.","SZSE","CNY","S"
"301581.SZ","301581","黄山谷捷","安徽","半导体","hsgj","创业板","20250103","黄山市供销合作社联合社","地方国企","","L","黄山谷捷股份有限公司","HuangShan Googe Co.,Ltd.","SZSE","CNY","N"
"301585.SZ","301585","蓝宇股份","浙江","染料涂料","lygf","创业板","20241220","郭振荣","民营企业","","L","浙江蓝宇数码科技股份有限公司","Zhejiang Lanyu Digital Technology Co.,Ltd","SZSE","CNY","N"
"301586.SZ","301586","佳力奇","安徽","航空","jlq","创业板","20240828","路强","民营企业","","L","安徽佳力奇先进复合材料科技股份公司","Anhui Jialiqi Advanced Composites Technology Co., Ltd.","SZSE","CNY","N"
"301587.SZ","301587","中瑞股份","江苏","电气设备","zrgf","创业板","20240408","杨学新","民营企业","","L","常州武进中瑞电子科技股份有限公司","Changzhou Wujin Zhongrui Electronic Technology Co., Ltd.","SZSE","CNY","N"
"301588.SZ","301588","美新科技","广东","家居用品","mxkj","创业板","20240313","林东亮","外资企业","","L","美新科技股份有限公司","Newtechwood Corporation","SZSE","CNY","N"
"301589.SZ","301589","诺瓦星云","陕西","IT设备","nwxy","创业板","20240208","袁胜春","民营企业","","L","西安诺瓦星云科技股份有限公司","Xi'an Novastar Tech Co., Ltd.","SZSE","CNY","S"
"301590.SZ","301590","优优绿能","深圳","电气设备","yyln","创业板","20250605","柏建国","民营企业","","L","深圳市优优绿能股份有限公司","Shenzhen UUGreenPower Co., Ltd.","SZSE","CNY","N"
"301591.SZ","301591","肯特股份","江苏","塑料","ktgf","创业板","20240228","杨文光","民营企业","","L","南京肯特复合材料股份有限公司","Nanjing Comptech Composites Corporation","SZSE","CNY","N"
"301592.SZ","301592","六九一二","四川","软件服务","ljye","创业板","20241024","蒋家德","民营企业","","L","四川六九一二通信技术股份有限公司","Sichuan 6912 Communication Technology Co.,Ltd.","SZSE","CNY","S"
"301595.SZ","301595","太力科技","广东","橡胶","tlkj","创业板","20250519","石正兵","民营企业","","L","广东太力科技集团股份有限公司","Guangdong Taili Technology Group Co.,Ltd.","SZSE","CNY","N"
"301596.SZ","301596","瑞迪智驱","四川","机械基件","rdzq","创业板","20240513","卢晓蓉","民营企业","","L","成都瑞迪智驱科技股份有限公司","Reach Machinery Co.,Ltd.","SZSE","CNY","S"
"301598.SZ","301598","博科测试","北京","专用机械","bkcs","创业板","20241220","李景列","民营企业","","L","北京博科测试系统股份有限公司","BBK Test Systems Co., Ltd.","SZSE","CNY","N"
"301600.SZ","301600","慧翰股份","福建","通信设备","hhgf","创业板","20240911","陈国鹰","民营企业","","L","慧翰微电子股份有限公司","Flaircomm Microelectronics,Inc.","SZSE","CNY","S"
"301601.SZ","301601","惠通科技","江苏","专用机械","htkj","创业板","20250115","严旭明","民营企业","","L","扬州惠通科技股份有限公司","Yangzhou Huitong Technology Corp., Ltd.","SZSE","CNY","N"
"301602.SZ","301602","超研股份","广东","医疗保健","cygf","创业板","20250122","李德来","民营企业","","L","汕头市超声仪器研究所股份有限公司","Shantou Institute of Ultrasonic Instrument Co., Ltd.","SZSE","CNY","S"
"301603.SZ","301603","乔锋智能","广东","机床制造","qfzn","创业板","20240710","蒋修华","民营企业","","L","乔锋智能装备股份有限公司","Jirfine Intelligent Equipment Co., Ltd.","SZSE","CNY","S"
"301606.SZ","301606","绿联科技","深圳","元器件","llkj","创业板","20240726","张清森","民营企业","","L","深圳市绿联科技股份有限公司","Ugreen Group Limited","SZSE","CNY","S"
"301607.SZ","301607","富特科技","浙江","汽车配件","ftkj","创业板","20240904","李宁川","民营企业","","L","浙江富特科技股份有限公司","Zhejiang EV-Tech Co.,Ltd.","SZSE","CNY","N"
"301608.SZ","301608","博实结","深圳","通信设备","bsj","创业板","20240801","周小强","民营企业","","L","深圳市博实结科技股份有限公司","Shenzhen Boshijie Technology Co.,Ltd.","SZSE","CNY","S"
"301611.SZ","301611","珂玛科技","江苏","半导体","kmkj","创业板","20240816","刘先兵","民营企业","","L","苏州珂玛材料科技股份有限公司","Suzhou Kematek, Inc.","SZSE","CNY","S"
"301613.SZ","301613","新铝时代","重庆","汽车配件","xlsd","创业板","20241025","何峰","民营企业","","L","重庆新铝时代科技股份有限公司","Alnera Aluminium Co., Ltd.","SZSE","CNY","S"
"301616.SZ","301616","浙江华业","浙江","机械基件","zjhy","创业板","20250327","夏瑜键","民营企业","","L","浙江华业塑料机械股份有限公司","Zhejiang Huaye Plastics Machinery Co., Ltd.","SZSE","CNY","N"
"301617.SZ","301617","博苑股份","山东","化工原料","bygf","创业板","20241211","李成林","民营企业","","L","山东博苑医药化学股份有限公司","Shandong Boyuan Pharmaceutical &Chemical Co.,Ltd","SZSE","CNY","S"
"301618.SZ","301618","长联科技","广东","染料涂料","clkj","创业板","20240930","卢开平","民营企业","","L","东莞长联新材料科技股份有限公司","Dongguan Changlian New Materials Technology Co., Ltd.","SZSE","CNY","S"
"301622.SZ","301622","英思特","内蒙","矿物制品","yst","创业板","20241204","周保平","民营企业","","L","包头市英思特稀磁新材料股份有限公司","Baotou INST Magnetic New Materials Co.,Ltd","SZSE","CNY","S"
"301626.SZ","301626","苏州天脉","江苏","元器件","sztm","创业板","20241024","谢毅","民营企业","","L","苏州天脉导热科技股份有限公司","Suzhou Tianmai Thermal Technology Co., Ltd.","SZSE","CNY","S"
"301628.SZ","301628","强达电路","深圳","元器件","qddl","创业板","20241031","祝小华","民营企业","","L","深圳市强达电路股份有限公司","Shenzhen Q&D Circuits Co., Ltd.","SZSE","CNY","S"
"301629.SZ","301629","矽电股份","深圳","半导体","xdgf","创业板","20250324","何沁修","民营企业","","L","矽电半导体设备(深圳)股份有限公司","Sidea Semiconductor Equipment (Shenzhen) Co., Ltd.","SZSE","CNY","S"
"301631.SZ","301631","壹连科技","深圳","元器件","ylkj","创业板","20241122","田王星","民营企业","","L","深圳壹连科技股份有限公司","Shenzhen Uniconn Technology Co.,Ltd.","SZSE","CNY","S"
"301633.SZ","301633","港迪技术","湖北","专用机械","gdjs","创业板","20241107","向爱国","民营企业","","L","武汉港迪技术股份有限公司","Wuhan Guide Technology Co., Ltd.","SZSE","CNY","S"
"301636.SZ","301636","泽润新能","江苏","电气设备","zrxn","创业板","20250516","陈泽鹏","民营企业","","L","江苏泽润新能科技股份有限公司","Zerun Co., Ltd","SZSE","CNY","N"
"301658.SZ","301658","首航新能","深圳","电气设备","shxn","创业板","20250402","许韬","民营企业","","L","深圳市首航新能源股份有限公司","Shenzhen Sofarsolar Co., Ltd.","SZSE","CNY","S"
"301662.SZ","301662","宏工科技","广东","专用机械","hgkj","创业板","20250417","罗才华","民营企业","","L","宏工科技股份有限公司","Ongoal Technology Co.,Ltd.","SZSE","CNY","N"
"301665.SZ","301665","泰禾股份","江苏","农药化肥","thgf","创业板","20250411","田晓宏","民营企业","","L","南通泰禾化工股份有限公司","CAC Nantong Chemical Co., Ltd.","SZSE","CNY","S"
"302132.SZ","302132","中航成飞","陕西","电器仪表","zhcf","创业板","20100827","","","","L","中航成飞股份有限公司","Avic Chengdu Aircraft Company Limited","SZSE","CNY","S"
"430017.BJ","430017","星昊医药","北京","化学制药","xhyy","北交所","20230531","殷岚","民营企业","","L","北京星昊医药股份有限公司","Beijing Sunho Pharmaceutical Co., Ltd.","BSE","CNY","N"
"430047.BJ","430047","诺思兰德","北京","生物制药","nsld","北交所","20201124","许松山","民营企业","","L","北京诺思兰德生物技术股份有限公司","Beijing Northland Biotech Co.,Ltd.","BSE","CNY","N"
"430090.BJ","430090","同辉信息","北京","IT设备","thxx","北交所","20210809","戴福昊","民营企业","","L","同辉佳视(北京)信息技术股份有限公司","Tonghuijiashi (Beijing) Information Technology Co.,Ltd.","BSE","CNY","N"
"430139.BJ","430139","华岭股份","上海","半导体","hlgf","北交所","20221028","无实际控制人","无","","L","上海华岭集成电路技术股份有限公司","Sino Ic Technology Co.,Ltd.","BSE","CNY","N"
"430198.BJ","430198","微创光电","湖北","IT设备","wcgd","北交所","20200727","陈军","民营企业","","L","武汉微创光电股份有限公司","Welltrans O&E Co., Ltd.","BSE","CNY","N"
"430300.BJ","430300","辰光医疗","上海","医疗保健","cgyl","北交所","20221207","王杰","民营企业","","L","上海辰光医疗科技股份有限公司","Shanghai Chenguang Medical Technologies Co., Ltd.","BSE","CNY","N"
"430418.BJ","430418","苏轴股份","江苏","汽车配件","szgf","北交所","20200727","江苏省苏州市人民政府国有资产监督管理委员会","地方国企","","L","苏州轴承厂股份有限公司","Suzhou Bearing Factory Co.,Ltd.","BSE","CNY","N"
"430425.BJ","430425","乐创技术","四川","专用机械","lcjs","北交所","20230130","赵钧","民营企业","","L","成都乐创自动化技术股份有限公司","Chengdu Leetro Automation Co.,Ltd.","BSE","CNY","N"
"430476.BJ","430476","海能技术","山东","电器仪表","hnjs","北交所","20221014","王志刚","民营企业","","L","海能未来技术集团股份有限公司","Hanon Advanced Technology Group Co.,Ltd.","BSE","CNY","N"
"430478.BJ","430478","峆一药业","安徽","化学制药","hyyy","北交所","20230223","董来山","民营企业","","L","安徽峆一药业股份有限公司","Anhui Heryi Pharmaceutical Co.,Ltd.","BSE","CNY","N"
"430510.BJ","430510","丰光精密","山东","机械基件","fgjm","北交所","20201228","李军","民营企业","","L","青岛丰光精密机械股份有限公司","Qingdao Fengguang Precision Machinery Co.,Ltd.","BSE","CNY","N"
"430556.BJ","430556","雅达股份","广东","电器仪表","ydgf","北交所","20230317","王煌英","民营企业","","L","广东雅达电子股份有限公司","Guangdong Yada Electronics Co., Ltd","BSE","CNY","N"
"430564.BJ","430564","天润科技","陕西","软件服务","trkj","北交所","20220617","陈利","民营企业","","L","陕西天润科技股份有限公司","Shaanxi Tirain Science Technology Co.,Ltd.","BSE","CNY","N"
"430685.BJ","430685","新芝生物","浙江","电器仪表","xzsw","北交所","20221010","周芳","民营企业","","L","宁波新芝生物科技股份有限公司","Ningbo Scientz Biotechnology Co.,Ltd","BSE","CNY","N"
"430718.BJ","430718","合肥高科","安徽","家用电器","hfgk","北交所","20221222","胡翔","民营企业","","L","合肥高科科技股份有限公司","Hefei Gaoco Technology Co.,Ltd.","BSE","CNY","N"
"600000.SH","600000","浦发银行","上海","银行","pfyh","主板","19991110","上海市国有资产监督管理委员会","地方国企","","L","上海浦东发展银行股份有限公司","Shanghai Pudong Development Bank Co.,Ltd.","SSE","CNY","H"
"600004.SH","600004","白云机场","广东","机场","byjc","主板","20030428","","","","L","广州白云国际机场股份有限公司","Guangzhou Baiyun International Airport Company Limited","SSE","CNY","H"
"600006.SH","600006","东风股份","湖北","汽车整车","dfgf","主板","19990727","东风汽车有限公司","中央国企","","L","东风汽车股份有限公司","Dongfeng Automobile Co.,Ltd.","SSE","CNY","H"
"600007.SH","600007","中国国贸","北京","园区开发","zggm","主板","19990312","香格里拉(亚洲)有限公司","外资企业","","L","中国国际贸易中心股份有限公司","China World Trade Center Co.,Ltd.","SSE","CNY","H"
"600008.SH","600008","首创环保","北京","水务","schb","主板","20000427","","","","L","北京首创生态环保集团股份有限公司","Beijing Capital Eco-Environment Protection Group Co.,Ltd.","SSE","CNY","H"
"600009.SH","600009","上海机场","上海","机场","shjc","主板","19980218","上海市国有资产监督管理委员会","地方国企","","L","上海国际机场股份有限公司","Shanghai International Airport Co.,Ltd.","SSE","CNY","H"
"600010.SH","600010","包钢股份","内蒙","普钢","bggf","主板","20010309","","","","L","内蒙古包钢钢联股份有限公司","Inner Mongolia Baotou Steel Union Co.,Ltd","SSE","CNY","H"
"600011.SH","600011","华能国际","北京","火力发电","hngj","主板","20011206","","","","L","华能国际电力股份有限公司","Huaneng Power International,Inc.","SSE","CNY","H"
"600012.SH","600012","皖通高速","安徽","路桥","wtgs","主板","20030107","","","","L","安徽皖通高速公路股份有限公司","Anhui Expressway Company Limited","SSE","CNY","H"
"600015.SH","600015","华夏银行","北京","银行","hxyh","主板","20030912","无实际控制人","无","","L","华夏银行股份有限公司","Hua Xia Bank Co.,Limited","SSE","CNY","H"
"600016.SH","600016","民生银行","北京","银行","msyh","主板","20001219","","","","L","中国民生银行股份有限公司","China Minsheng Banking Corp., Ltd.","SSE","CNY","H"
"600017.SH","600017","日照港","山东","港口","rzg","主板","20061017","日照市人民政府","地方国企","","L","日照港股份有限公司","Rizhao Port Co.,Ltd","SSE","CNY","H"
"600018.SH","600018","上港集团","上海","港口","sgjt","主板","20061026","上海市国有资产监督管理委员会","地方国企","","L","上海国际港务(集团)股份有限公司","Shanghai International Port (Group) Co., Ltd.","SSE","CNY","H"
"600019.SH","600019","宝钢股份","上海","普钢","bggf","主板","20001212","","","","L","宝山钢铁股份有限公司","Baoshan Iron & Steel Co.,Ltd.","SSE","CNY","H"
"600020.SH","600020","中原高速","河南","路桥","zygs","主板","20030808","","","","L","河南中原高速公路股份有限公司","Henan Zhongyuan Expressway Co.,Ltd.","SSE","CNY","H"
"600021.SH","600021","上海电力","上海","火力发电","shdl","主板","20031029","国务院国有资产监督管理委员会","中央国企","","L","上海电力股份有限公司","Shanghai Electric Power Co.,Ltd","SSE","CNY","H"
"600022.SH","600022","山东钢铁","山东","普钢","sdgt","主板","20040629","","","","L","山东钢铁股份有限公司","Shandong Iron and Steel Company Ltd","SSE","CNY","H"
"600023.SH","600023","浙能电力","浙江","火力发电","zndl","主板","20131219","","","","L","浙江浙能电力股份有限公司","Zhejiang Zheneng Electric Power Co.,Ltd","SSE","CNY","H"
"600025.SH","600025","华能水电","云南","水力发电","hnsd","主板","20171215","","","","L","华能澜沧江水电股份有限公司","Huaneng Lancang River Hydropower Inc.","SSE","CNY","H"
"600026.SH","600026","中远海能","上海","水运","zyhn","主板","20020523","","","","L","中远海运能源运输股份有限公司","COSCO SHIPPING Energy Transportation Co., Ltd.","SSE","CNY","H"
"600027.SH","600027","华电国际","山东","火力发电","hdgj","主板","20050203","","","","L","华电国际电力股份有限公司","Huadian Power International Corporation Limited","SSE","CNY","H"
"600028.SH","600028","中国石化","北京","石油加工","zgsh","主板","20010808","","","","L","中国石油化工股份有限公司","China Petroleum & Chemical Corporation","SSE","CNY","H"
"600029.SH","600029","南方航空","广东","空运","nfhk","主板","20030725","","","","L","中国南方航空股份有限公司","China Southern Airlines Company Limited","SSE","CNY","H"
"600030.SH","600030","中信证券","深圳","证券","zxzq","主板","20030106","中华人民共和国财政部","中央国企","","L","中信证券股份有限公司","CITIC Securities Company Limited","SSE","CNY","H"
"600031.SH","600031","三一重工","北京","工程机械","syzg","主板","20030703","","","","L","三一重工股份有限公司","Sany Heavy Industry Co.,Ltd","SSE","CNY","H"
"600032.SH","600032","浙江新能","浙江","新型电力","zjxn","主板","20210525","浙江省人民政府国有资产监督管理委员会","地方国企","","L","浙江省新能源投资集团股份有限公司","Zhejiang Provincial New Energy Investment Group Co., Ltd.","SSE","CNY","H"
"600033.SH","600033","福建高速","福建","路桥","fjgs","主板","20010209","","","","L","福建发展高速公路股份有限公司","Fujian Expressway Development Co.,Ltd","SSE","CNY","H"
"600035.SH","600035","楚天高速","湖北","路桥","ctgs","主板","20040310","","","","L","湖北楚天智能交通股份有限公司","Hubei Chutian Smart Communication Co.,Ltd.","SSE","CNY","H"
"600036.SH","600036","招商银行","深圳","银行","zsyh","主板","20020409","","","","L","招商银行股份有限公司","China Merchants Bank Co., Ltd.","SSE","CNY","H"
"600037.SH","600037","歌华有线","北京","影视音像","ghyx","主板","20010208","中华人民共和国中央人民政府","中央国企","","L","北京歌华有线电视网络股份有限公司","Beijing Gehua Catv Network Co.,Ltd.","SSE","CNY","H"
"600038.SH","600038","中直股份","黑龙江","航空","zzgf","主板","20001218","","","","L","中航直升机股份有限公司","Avicopter Plc.","SSE","CNY","H"
"600039.SH","600039","四川路桥","四川","建筑工程","sclq","主板","20030325","四川省政府国有资产监督管理委员会","地方国企","","L","四川路桥建设集团股份有限公司","Sichuan Road & Bridge Group Co.,Ltd.","SSE","CNY","H"
"600048.SH","600048","保利发展","广东","全国地产","blfz","主板","20060731","","","","L","保利发展控股集团股份有限公司","Poly Developments and Holdings Group Co., Ltd","SSE","CNY","H"
"600050.SH","600050","中国联通","北京","电信运营","zglt","主板","20021009","","","","L","中国联合网络通信股份有限公司","China United Network Communications Limited","SSE","CNY","H"
"600051.SH","600051","宁波联合","浙江","综合类","nblh","主板","19970410","","","","L","宁波联合集团股份有限公司","Ningbo United Group Co.,Ltd.","SSE","CNY","N"
"600052.SH","600052","东望时代","浙江","供气供热","dwsd","主板","19970415","东阳市人民政府国有资产监督管理办公室","地方国企","","L","浙江东望时代科技股份有限公司","Zhejiang Dongwang Times Technology Co., Ltd.","SSE","CNY","N"
"600053.SH","600053","九鼎投资","江西","多元金融","jdtz","主板","19970418","江西省国有资产监督管理委员会","地方国企","","L","昆吾九鼎投资控股股份有限公司","Kunwu Jiuding Investment Holdings Co., Ltd","SSE","CNY","H"
"600054.SH","600054","黄山旅游","安徽","旅游景点","hsly","主板","19970506","","","","L","黄山旅游发展股份有限公司","Huangshan Tourism Development Co.,Ltd.","SSE","CNY","H"
"600055.SH","600055","万东医疗","北京","医疗保健","wdyl","主板","19970519","何享健","民营企业","","L","北京万东医疗科技股份有限公司","Beijing Wandong Medical Technology Co., Ltd.","SSE","CNY","H"
"600056.SH","600056","中国医药","北京","医药商业","zgyy","主板","19970515","","","","L","中国医药健康产业股份有限公司","China Meheco Group Co., Ltd.","SSE","CNY","H"
"600057.SH","600057","厦门象屿","福建","仓储物流","xmxy","主板","19970604","厦门市人民政府国有资产监督管理委员会","地方国企","","L","厦门象屿股份有限公司","Xiamen Xiangyu Co., Ltd.","SSE","CNY","H"
"600058.SH","600058","五矿发展","北京","商贸代理","wkfz","主板","19970528","","","","L","五矿发展股份有限公司","Minmetals Development Co.,Ltd","SSE","CNY","H"
"600059.SH","600059","古越龙山","浙江","红黄酒","gyls","主板","19970516","绍兴市人民政府国有资产监督管理委员会","地方国企","","L","浙江古越龙山绍兴酒股份有限公司","Zhejiang Guyuelongshan Shaoxing Wine Co.,Ltd","SSE","CNY","H"
"600060.SH","600060","海信视像","山东","家用电器","hxsx","主板","19970422","青岛市人民政府国有资产监督管理委员会","地方国企","","L","海信视像科技股份有限公司","Hisense Visual Technology Co.,Ltd.","SSE","CNY","H"
"600061.SH","600061","国投资本","上海","证券","gtzb","主板","19970519","","","","L","国投资本股份有限公司","SDIC Capital Co., Ltd","SSE","CNY","H"
"600062.SH","600062","华润双鹤","北京","化学制药","hrsh","主板","19970522","","","","L","华润双鹤药业股份有限公司","China Resources Double-Crane Pharmaceutical Co.,Ltd.","SSE","CNY","H"
"600063.SH","600063","皖维高新","安徽","化纤","wwgx","主板","19970528","","","","L","安徽皖维高新材料股份有限公司","Anhui Wanwei Updated High-Tech Material Industry Co.,Ltd","SSE","CNY","H"
"600064.SH","600064","南京高科","江苏","园区开发","njgk","主板","19970506","","","","L","南京高科股份有限公司","Nanjing Gaoke Company Limited","SSE","CNY","H"
"600066.SH","600066","宇通客车","河南","汽车整车","ytkc","主板","19970508","汤玉祥","民营企业","","L","宇通客车股份有限公司","Yutong Bus Co.,Ltd.","SSE","CNY","H"
"600067.SH","600067","冠城新材","福建","电气设备","gcxc","主板","19970508","韩国龙","外资企业","","L","冠城大通新材料股份有限公司","Citychamp Dartong Advanced Materials Co.,Ltd.","SSE","CNY","N"
"600071.SH","600071","凤凰光学","江西","元器件","fhgx","主板","19970528","江西省国有资产监督管理委员会","地方国企","","L","凤凰光学股份有限公司","Phenix Optics Company Limited","SSE","CNY","H"
"600072.SH","600072","中船科技","上海","船舶","zckj","主板","19970603","","","","L","中船科技股份有限公司","CSSC Science & Technology Co., Ltd","SSE","CNY","H"
"600073.SH","600073","光明肉业","上海","食品","gmry","主板","19970704","上海市国有资产监督管理委员会","地方国企","","L","上海光明肉业集团股份有限公司","Shanghai Bright Meat Group Co.,Ltd.","SSE","CNY","H"
"600075.SH","600075","新疆天业","新疆","化工原料","xjty","主板","19970617","新疆生产建设兵团第八师国有资产监督管理委员会(石河子市国有资产监督管理委员会)","地方国企","","L","新疆天业股份有限公司","Xinjiang Tianye Co.,Ltd.","SSE","CNY","H"
"600076.SH","600076","康欣新材","山东","广告包装","kxxc","主板","19970526","无锡市人民政府国有资产监督管理委员会","地方国企","","L","康欣新材料股份有限公司","Kangxin New Materials Co.,Ltd","SSE","CNY","N"
"600078.SH","600078","澄星股份","江苏","化工原料","cxgf","主板","19970627","李星星","民营企业","","L","江苏澄星磷化工股份有限公司","Jiangsu Chengxing Phosph-Chemicals Co.,Ltd.","SSE","CNY","N"
"600079.SH","600079","人福医药","湖北","化学制药","rfyy","主板","19970606","","","","L","人福医药集团股份公司","Humanwell Healthcare (Group) Co.,Ltd.","SSE","CNY","H"
"600080.SH","600080","金花股份","陕西","中成药","jhgf","主板","19970612","邢博越","民营企业","","L","金花企业(集团)股份有限公司","Ginwa Enterprise (Group) Inc.","SSE","CNY","N"
"600081.SH","600081","东风科技","上海","汽车配件","dfkj","主板","19970703","国务院国有资产监督管理委员会","中央国企","","L","东风电子科技股份有限公司","Dong Feng Electronic Technology Co.,Ltd.","SSE","CNY","H"
"600082.SH","600082","海泰发展","天津","园区开发","htfz","主板","19970620","","","","L","天津海泰科技发展股份有限公司","Tianjin Hi-Tech Development Co.,Ltd.","SSE","CNY","N"
"600084.SH","600084","中信尼雅","新疆","红黄酒","zxny","主板","19970711","","","","L","中信尼雅葡萄酒股份有限公司","Citic Niya Wine Co., Ltd.","SSE","CNY","H"
"600085.SH","600085","同仁堂","北京","中成药","trt","主板","19970625","","","","L","北京同仁堂股份有限公司","Beijing Tongrentang Co.,Ltd","SSE","CNY","H"
"600088.SH","600088","中视传媒","上海","影视音像","zscm","主板","19970616","中央广播电视总台","中央国企","","L","中视传媒股份有限公司","China Television Media,Ltd.","SSE","CNY","H"
"600089.SH","600089","特变电工","新疆","电气设备","tbdg","主板","19970618","","","","L","特变电工股份有限公司","TBEA Co.,Ltd.","SSE","CNY","H"
"600094.SH","600094","大名城","上海","区域地产","dmc","主板","19970703","俞培俤","外资企业","","L","上海大名城企业股份有限公司","Greattown Holdings Ltd.","SSE","CNY","H"
"600095.SH","600095","湘财股份","黑龙江","证券","xcgf","主板","19970708","黄伟","民营企业","","L","湘财股份有限公司","Xiangcai Co.,Ltd","SSE","CNY","H"
"600096.SH","600096","云天化","云南","农药化肥","yth","主板","19970709","","","","L","云南云天化股份有限公司","Yunnan Yuntianhua Co.,Ltd","SSE","CNY","H"
"600097.SH","600097","开创国际","上海","渔业","kcgj","主板","19970619","上海市国有资产监督管理委员会","地方国企","","L","上海开创国际海洋资源股份有限公司","Shanghai Kaichuang Marine International Co.,Ltd.","SSE","CNY","N"
"600098.SH","600098","广州发展","广东","火力发电","gzfz","主板","19970718","","","","L","广州发展集团股份有限公司","Guangzhou Development Group Incorporated","SSE","CNY","H"
"600099.SH","600099","林海股份","江苏","汽车整车","lhgf","主板","19970704","","","","L","林海股份有限公司","Linhai Co.,Ltd.","SSE","CNY","N"
"600100.SH","600100","同方股份","北京","IT设备","tfgf","主板","19970627","国务院国有资产监督管理委员会","中央国企","","L","同方股份有限公司","Tsinghua Tongfang Co.,Ltd.","SSE","CNY","H"
"600101.SH","600101","明星电力","四川","水力发电","mxdl","主板","19970627","","","","L","四川明星电力股份有限公司","Sichuan Mingxing Electric Power Co.,Ltd.","SSE","CNY","N"
"600103.SH","600103","青山纸业","福建","造纸","qszy","主板","19970703","","","","L","福建省青山纸业股份有限公司","Fujian Qingshan Paper Industry Co.,Ltd.","SSE","CNY","H"
"600104.SH","600104","上汽集团","上海","汽车整车","sqjt","主板","19971125","上海市国有资产监督管理委员会","地方国企","","L","上海汽车集团股份有限公司","SAIC Motor Corporation Limited","SSE","CNY","H"
"600105.SH","600105","永鼎股份","江苏","通信设备","ydgf","主板","19970929","","","","L","江苏永鼎股份有限公司","Jiangsu Etern Company Limited","SSE","CNY","H"
"600106.SH","600106","重庆路桥","重庆","路桥","cqlq","主板","19970618","","","","L","重庆路桥股份有限公司","Chongqing Road&Bridge Co.,Ltd","SSE","CNY","H"
"600107.SH","600107","ST尔雅","湖北","服饰","stey","主板","19971106","郑继平","民营企业","","L","湖北美尔雅股份有限公司","Hubei Mailyard Share Co.,Ltd","SSE","CNY","N"
"600108.SH","600108","亚盛集团","甘肃","种植业","ysjt","主板","19970818","","","","L","甘肃亚盛实业(集团)股份有限公司","Gansu Yasheng Industrial (Group) Co.,Ltd","SSE","CNY","H"
"600109.SH","600109","国金证券","四川","证券","gjzq","主板","19970807","","","","L","国金证券股份有限公司","Sinolink Securities Co., Ltd.","SSE","CNY","H"
"600110.SH","600110","诺德股份","吉林","电气设备","ndgf","主板","19971007","","","","L","诺德新材料股份有限公司","Nuode New Materials Co.,Ltd.","SSE","CNY","H"
"600111.SH","600111","北方稀土","内蒙","小金属","bfxt","主板","19970924","","","","L","中国北方稀土(集团)高科技股份有限公司","China Northern Rare Earth (Group) High-Tech Co.,Ltd","SSE","CNY","H"
"600113.SH","600113","浙江东日","浙江","区域地产","zjdr","主板","19971021","温州东方集团有限公司","地方国企","","L","浙江东日股份有限公司","Zhejiang Dong Ri Limited Company","SSE","CNY","N"
"600114.SH","600114","东睦股份","浙江","机械基件","dmgf","主板","20040511","","","","L","东睦新材料集团股份有限公司","NBTM New Materials Group Co., Ltd.","SSE","CNY","H"
"600115.SH","600115","中国东航","上海","空运","zgdh","主板","19971105","","","","L","中国东方航空股份有限公司","China Eastern Airlines Corporation Limited","SSE","CNY","H"
"600116.SH","600116","三峡水利","重庆","水力发电","sxsl","主板","19970804","","","","L","重庆三峡水利电力(集团)股份有限公司","Chongqing Three Gorges Water Conservancy and Electric Power Co.,Ltd.","SSE","CNY","H"
"600117.SH","600117","西宁特钢","青海","特种钢","xntg","主板","19971015","","","","L","西宁特殊钢股份有限公司","Xining Special Steel Co.,Ltd","SSE","CNY","N"
"600118.SH","600118","中国卫星","北京","航空","zgwx","主板","19970908","","","","L","中国东方红卫星股份有限公司","China Spacesat Co.,Ltd.","SSE","CNY","H"
"600119.SH","600119","长江投资","上海","仓储物流","cjtz","主板","19980115","上海市国有资产监督管理委员会","地方国企","","L","长发集团长江投资实业股份有限公司","Y.U.D.Yangtze River Investment Industry Co.,Ltd.","SSE","CNY","N"
"600120.SH","600120","浙江东方","浙江","多元金融","zjdf","主板","19971201","","","","L","浙江东方金融控股集团股份有限公司","Zhejiang Orient Financial Holdings Group Co.,Ltd.","SSE","CNY","H"
"600121.SH","600121","郑州煤电","河南","煤炭开采","zzmd","主板","19980107","","","","L","郑州煤电股份有限公司","Zhengzhou Coal Industry & Electric Power Co.,Ltd","SSE","CNY","H"
"600123.SH","600123","兰花科创","山西","煤炭开采","lhkc","主板","19981217","","","","L","山西兰花科技创业股份有限公司","Shanxi Lanhua Sci-Tech Venture Co.,Ltd","SSE","CNY","H"
"600125.SH","600125","铁龙物流","辽宁","铁路","tlwl","主板","19980511","中国国家铁路集团有限公司","中央国企","","L","中铁铁龙集装箱物流股份有限公司","China Railway Tielong Container Logistics Co.,Ltd","SSE","CNY","H"
