"ts_code","symbol","name","area","industry","cnspell","market","list_date","act_name","act_ent_type","delist_date","list_status","fullname","enname","exchange","curr_type","is_hs"
"000001.SZ","000001","平安银行","深圳","银行","payh","主板","19910403","无实际控制人","无","","L","平安银行股份有限公司","Ping An Bank Co., Ltd.","SZSE","CNY","S"
"000002.SZ","000002","万科A","深圳","全国地产","wka","主板","19910129","深圳市人民政府国有资产监督管理委员会","地方国企","","L","万科企业股份有限公司","China Vanke Co.,Ltd.","SZSE","CNY","S"
"000004.SZ","000004","*ST国华","深圳","软件服务","stgh","主板","19910114","李映彤","民营企业","","L","深圳国华网安科技股份有限公司","Shenzhen Guohua Network Security Technology Co., Ltd.","SZSE","CNY","N"
"000006.SZ","000006","深振业A","深圳","区域地产","szya","主板","19920427","深圳市人民政府国有资产监督管理委员会","地方国企","","L","深圳市振业(集团)股份有限公司","Shenzhen Zhenye(Group) Co., Ltd.","SZSE","CNY","S"
"000007.SZ","000007","全新好","深圳","其他商业","qxh","主板","19920413","王玩虹","民营企业","","L","深圳市全新好股份有限公司","Shenzhen Quanxinhao Co,.Ltd.","SZSE","CNY","N"
"000008.SZ","000008","神州高铁","北京","运输设备","szgt","主板","19920507","","","","L","神州高铁技术股份有限公司","China High Speed Railway Technology Co.,Ltd.","SZSE","CNY","S"
"000009.SZ","000009","中国宝安","深圳","电气设备","zgba","主板","19910625","无实际控制人","无","","L","中国宝安集团股份有限公司","China Baoan Group Co., Ltd.","SZSE","CNY","S"
"000010.SZ","000010","美丽生态","深圳","建筑工程","mlst","主板","19951027","","","","L","深圳美丽生态股份有限公司","Shenzhen Ecobeauty Co.,Ltd.","SZSE","CNY","N"
"000011.SZ","000011","深物业A","深圳","房产服务","swya","主板","19920330","深圳市人民政府国有资产监督管理委员会","地方国企","","L","深圳市物业发展(集团)股份有限公司","Shenzhen Properties & Resources Development (Group) Ltd.","SZSE","CNY","S"
"000012.SZ","000012","南玻A","深圳","玻璃","nba","主板","19920228","深圳市人民政府国有资产监督管理委员会","地方国企","","L","中国南玻集团股份有限公司","CSG Holding Co., Ltd.","SZSE","CNY","S"
"000014.SZ","000014","沙河股份","深圳","全国地产","shgf","主板","19920602","深圳市人民政府国有资产监督管理委员会","地方国企","","L","沙河实业股份有限公司","Shahe Industrial Co., Ltd.","SZSE","CNY","N"
"000016.SZ","000016","深康佳A","深圳","家用电器","skja","主板","19920327","","","","L","康佳集团股份有限公司","Konka Group Co.,Ltd","SZSE","CNY","S"
"000017.SZ","000017","深中华A","深圳","服饰","szha","主板","19920331","王胜洪","民营企业","","L","深圳中华自行车(集团)股份有限公司","Shenzhen China Bicycle Company (Holdings) Limited","SZSE","CNY","N"
"000019.SZ","000019","深粮控股","深圳","农业综合","slkg","主板","19921012","深圳市人民政府国有资产监督管理委员会","地方国企","","L","深圳市深粮控股股份有限公司","Shenzhen Cereals Holdings Co.,Ltd","SZSE","CNY","S"
"000020.SZ","000020","深华发A","深圳","元器件","shfa","主板","19920428","李中秋","民营企业","","L","深圳中恒华发股份有限公司","Shenzhen Zhongheng Huafa Co.,Ltd.","SZSE","CNY","N"
"000021.SZ","000021","深科技","深圳","元器件","skj","主板","19940202","","","","L","深圳长城开发科技股份有限公司","Shenzhen Kaifa Technology Co., Ltd.","SZSE","CNY","S"
"000025.SZ","000025","特力A","深圳","综合类","tla","主板","19930621","深圳市人民政府国有资产监督管理委员会","地方国企","","L","深圳市特力(集团)股份有限公司","Shenzhen Tellus Holding Co.,Ltd.","SZSE","CNY","S"
"000026.SZ","000026","飞亚达","深圳","服饰","fyd","主板","19930603","中国航空工业集团有限公司","中央国企","","L","飞亚达精密科技股份有限公司","FIYTA Precision Technology Co., Ltd.","SZSE","CNY","N"
"000027.SZ","000027","深圳能源","深圳","火力发电","szny","主板","19930903","深圳市人民政府国有资产监督管理委员会","地方国企","","L","深圳能源集团股份有限公司","Shenzhen Energy Group Co., Ltd.","SZSE","CNY","S"
"000028.SZ","000028","国药一致","深圳","医药商业","gyyz","主板","19930809","","","","L","国药集团一致药业股份有限公司","China National Accord Medicines Corporation Ltd.","SZSE","CNY","S"
"000029.SZ","000029","深深房A","深圳","区域地产","ssfa","主板","19930915","深圳市人民政府国有资产监督管理委员会","地方国企","","L","深圳经济特区房地产(集团)股份有限公司","Shenzhen Special Economic Zone Real Estate&Properties (Group).Co.,Ltd.","SZSE","CNY","S"
"000030.SZ","000030","富奥股份","吉林","汽车配件","fagf","主板","19930929","","","","L","富奥汽车零部件股份有限公司","Fawer Automotive Parts Limited Company","SZSE","CNY","S"
"000031.SZ","000031","大悦城","深圳","全国地产","dyc","主板","19931008","","","","L","大悦城控股集团股份有限公司","Grandjoy Holdings Group Co.,Ltd.","SZSE","CNY","S"
"000032.SZ","000032","深桑达A","深圳","建筑工程","ssda","主板","19931028","","","","L","深圳市桑达实业股份有限公司","Shenzhen Sed Industry Co.,Ltd.","SZSE","CNY","S"
"000034.SZ","000034","神州数码","深圳","软件服务","szsm","主板","19940509","","","","L","神州数码集团股份有限公司","Digital China Group Co., Ltd.","SZSE","CNY","S"
"000035.SZ","000035","中国天楹","江苏","环境保护","zgty","主板","19940408","","","","L","中国天楹股份有限公司","China Tianying Inc.","SZSE","CNY","S"
"000036.SZ","000036","华联控股","深圳","全国地产","hlkg","主板","19940617","龚泽民","民营企业","","L","华联控股股份有限公司","China Union Holdings Ltd.","SZSE","CNY","S"
"000037.SZ","000037","深南电A","深圳","火力发电","snda","主板","19940701","无实际控制人","无","","L","深圳南山热电股份有限公司","Shenzhen Nanshan Power Co., Ltd.","SZSE","CNY","N"
"000039.SZ","000039","中集集团","深圳","运输设备","zjjt","主板","19940408","无实际控制人","无","","L","中国国际海运集装箱(集团)股份有限公司","China International Marine Containers (Group) Co., Ltd.","SZSE","CNY","S"
"000042.SZ","000042","中洲控股","深圳","全国地产","zzkg","主板","19940921","深圳市人民政府国有资产监督管理委员会","地方国企","","L","深圳市中洲投资控股股份有限公司","Shenzhen Centralcon Investment Holding Co.,Ltd","SZSE","CNY","N"
"000045.SZ","000045","深纺织A","深圳","元器件","sfza","主板","19940815","深圳市人民政府国有资产监督管理委员会","地方国企","","L","深圳市纺织(集团)股份有限公司","Shenzhen Textile (Holdings) Co.,Ltd","SZSE","CNY","S"
"000048.SZ","000048","京基智农","深圳","区域地产","jjzn","主板","19941101","","","","L","深圳市京基智农时代股份有限公司","Shenzhen Kingkey Smart Agriculture Times Co.,Ltd","SZSE","CNY","S"
"000049.SZ","000049","德赛电池","深圳","电气设备","dsdc","主板","19950320","","","","L","深圳市德赛电池科技股份有限公司","Shenzhen Desay Battery Technology Co., Ltd.","SZSE","CNY","S"
"000050.SZ","000050","深天马A","深圳","元器件","stma","主板","19950315","","","","L","天马微电子股份有限公司","Tianma Microelectronics Co.,Ltd.","SZSE","CNY","S"
"000055.SZ","000055","方大集团","深圳","其他建材","fdjt","主板","19960415","","","","L","方大集团股份有限公司","China Fangda Group Co., Ltd.","SZSE","CNY","N"
"000056.SZ","000056","皇庭国际","深圳","其他商业","htgj","主板","19960708","","","","L","深圳市皇庭国际企业股份有限公司","Shenzhen Wongtee International Enterprise Co., Ltd.","SZSE","CNY","N"
"000058.SZ","000058","深赛格","深圳","商品城","ssg","主板","19961226","深圳市人民政府国有资产监督管理委员会","地方国企","","L","深圳赛格股份有限公司","Shenzhen Seg Co.,Ltd","SZSE","CNY","S"
"000059.SZ","000059","华锦股份","辽宁","石油加工","hjgf","主板","19970130","","","","L","北方华锦化学工业股份有限公司","North Huajin Chemical Industries Co.,Ltd","SZSE","CNY","S"
"000060.SZ","000060","中金岭南","深圳","铅锌","zjln","主板","19970123","","","","L","深圳市中金岭南有色金属股份有限公司","Shenzhen Zhongjin Lingnan Nonfemet Co. Ltd.","SZSE","CNY","S"
"000061.SZ","000061","农产品","深圳","农业综合","ncp","主板","19970110","深圳市人民政府国有资产监督管理委员会","地方国企","","L","深圳市农产品集团股份有限公司","Shenzhen Agricultural Power Group Co.,Ltd","SZSE","CNY","S"
"000062.SZ","000062","深圳华强","深圳","元器件","szhq","主板","19970130","","","","L","深圳华强实业股份有限公司","Shenzhen Huaqiang Industry Co.,Ltd.","SZSE","CNY","S"
"000063.SZ","000063","中兴通讯","深圳","通信设备","zxtx","主板","19971118","无实际控制人","无","","L","中兴通讯股份有限公司","ZTE Corporation","SZSE","CNY","S"
"000065.SZ","000065","北方国际","北京","建筑工程","bfgj","主板","19980605","","","","L","北方国际合作股份有限公司","Norinco International Cooperation Ltd.","SZSE","CNY","S"
"000066.SZ","000066","中国长城","深圳","IT设备","zgcc","主板","19970626","","","","L","中国长城科技集团股份有限公司","China Greatwall Technology Group Co., Ltd.","SZSE","CNY","S"
"000068.SZ","000068","华控赛格","深圳","环境保护","hksg","主板","19970611","山西省国有资本运营有限公司","地方国企","","L","深圳华控赛格股份有限公司","Shenzhen Huakong Seg Co.,Ltd.","SZSE","CNY","N"
"000069.SZ","000069","华侨城A","深圳","全国地产","hqca","主板","19970910","国务院国有资产监督管理委员会","中央国企","","L","深圳华侨城股份有限公司","Shenzhen Overseas Chinese Town Co., Ltd","SZSE","CNY","S"
"000070.SZ","000070","ST特信","深圳","通信设备","sttx","主板","20000511","深圳市人民政府国有资产监督管理委员会","地方国企","","L","深圳市特发信息股份有限公司","Shenzhen SDG Information Co., Ltd","SZSE","CNY","N"
"000078.SZ","000078","海王生物","深圳","医药商业","hwsw","主板","19981218","","","","L","深圳市海王生物工程股份有限公司","Shenzhen Neptunus Bioengineering Co.,Ltd","SZSE","CNY","S"
"000088.SZ","000088","盐田港","深圳","港口","ytg","主板","19970728","深圳市人民政府国有资产监督管理委员会","地方国企","","L","深圳市盐田港股份有限公司","Shenzhen Yan Tian Port Holdings Co.,Ltd.","SZSE","CNY","S"
"000089.SZ","000089","深圳机场","深圳","机场","szjc","主板","19980420","深圳市人民政府国有资产监督管理委员会","地方国企","","L","深圳市机场股份有限公司","Shenzhen Airport Co.,Ltd.","SZSE","CNY","S"
"000090.SZ","000090","天健集团","深圳","建筑工程","tjjt","主板","19990721","深圳市人民政府国有资产监督管理委员会","地方国企","","L","深圳市天健(集团)股份有限公司","Shenzhen Tagen Group Co., Ltd.","SZSE","CNY","S"
"000096.SZ","000096","广聚能源","深圳","石油贸易","gjny","主板","20000724","","","","L","深圳市广聚能源股份有限公司","Shenzhen Guangju Energy Co.,Ltd.","SZSE","CNY","S"
"000099.SZ","000099","中信海直","深圳","空运","zxhz","主板","20000731","","","","L","中信海洋直升机股份有限公司","CITIC Offshore Helicopter Co.,Ltd","SZSE","CNY","S"
"000100.SZ","000100","TCL科技","广东","元器件","tclkj","主板","20040130","无实际控制人","无","","L","TCL科技集团股份有限公司","Tcl Technology Group Corporation","SZSE","CNY","S"
"000151.SZ","000151","中成股份","北京","商贸代理","zcgf","主板","20000906","","","","L","中成进出口股份有限公司","China National Complete Plant Import & Export Corporation Limited","SZSE","CNY","N"
"000153.SZ","000153","丰原药业","安徽","化学制药","fyyy","主板","20000920","","","","L","安徽丰原药业股份有限公司","Anhui Fengyuan Pharmaceutical Co., Ltd.","SZSE","CNY","N"
"000155.SZ","000155","川能动力","四川","新型电力","cndl","主板","20000926","四川省政府国有资产监督管理委员会","地方国企","","L","四川省新能源动力股份有限公司","Sichuan New Energy Power Company Limited","SZSE","CNY","S"
"000156.SZ","000156","华数传媒","浙江","影视音像","hscm","主板","20000906","","","","L","华数传媒控股股份有限公司","Wasu Media Holding Co.,Ltd","SZSE","CNY","S"
"000157.SZ","000157","中联重科","湖南","工程机械","zlzk","主板","20001012","","","","L","中联重科股份有限公司","Zoomlion Heavy Industry Science and Technology Co., Ltd","SZSE","CNY","S"
"000158.SZ","000158","常山北明","河北","软件服务","csbm","主板","20000724","","","","L","石家庄常山北明科技股份有限公司","Shijiazhuang ChangShan BeiMing Technology Co.,Ltd","SZSE","CNY","S"
"000159.SZ","000159","国际实业","新疆","石油贸易","gjsy","主板","20000926","冯建方","民营企业","","L","新疆国际实业股份有限公司","Xinjiang International Industry Co.,Ltd","SZSE","CNY","N"
"000166.SZ","000166","申万宏源","新疆","证券","swhy","主板","20150126","","","","L","申万宏源集团股份有限公司","Shenwan Hongyuan Group Co.,Ltd.","SZSE","CNY","S"
"000301.SZ","000301","东方盛虹","江苏","化纤","dfsh","主板","20000529","","","","L","江苏东方盛虹股份有限公司","Jiangsu Eastern Shenghong Co., Ltd.","SZSE","CNY","S"
"000333.SZ","000333","美的集团","广东","家用电器","mdjt","主板","20130918","","","","L","美的集团股份有限公司","Midea Group Co., Ltd","SZSE","CNY","S"
"000338.SZ","000338","潍柴动力","山东","汽车配件","wcdl","主板","20070430","","","","L","潍柴动力股份有限公司","Weichai Power Co., Ltd.","SZSE","CNY","S"
"000400.SZ","000400","许继电气","河南","电气设备","xjdq","主板","19970418","许昌市人民政府","地方国企","","L","许继电气股份有限公司","Xj Electric Co.,Ltd.","SZSE","CNY","S"
"000401.SZ","000401","冀东水泥","河北","水泥","jdsn","主板","19960614","唐山市人民政府国有资产监督管理委员会","地方国企","","L","唐山冀东水泥股份有限公司","Tangshan Jidong Cement Co.,Ltd.","SZSE","CNY","S"
"000402.SZ","000402","金融街","北京","全国地产","jrj","主板","19960626","","","","L","金融街控股股份有限公司","Financial Street Holdings Co., Ltd.","SZSE","CNY","S"
"000403.SZ","000403","派林生物","山西","生物制药","plsw","主板","19960628","陕西省人民政府国有资产监督管理委员会","地方国企","","L","派斯双林生物制药股份有限公司","Pacific Shuanglin Bio-pharmacy Co., LTD","SZSE","CNY","S"
"000404.SZ","000404","长虹华意","江西","家用电器","chhy","主板","19960619","绵阳市国有资产监督管理委员会","地方国企","","L","长虹华意压缩机股份有限公司","Changhong Huayi Compressor Co., Ltd.","SZSE","CNY","N"
"000407.SZ","000407","胜利股份","山东","供气供热","slgf","主板","19960703","许铁良","外资企业","","L","山东胜利股份有限公司","Shandong Shengli Co.,Ltd.","SZSE","CNY","N"
"000408.SZ","000408","藏格矿业","青海","农药化肥","zgky","主板","19960628","","","","L","藏格矿业股份有限公司","Zangge Mining Company Limited","SZSE","CNY","S"
"000409.SZ","000409","云鼎科技","山东","软件服务","ydkj","主板","19960627","","","","L","云鼎科技股份有限公司","Yunding Technology Co.,Ltd.","SZSE","CNY","S"
"000410.SZ","000410","沈阳机床","辽宁","机床制造","syjc","主板","19960718","国务院国有资产监督管理委员会","中央国企","","L","沈阳机床股份有限公司","Shenyang Machine Tool Co,Ltd","SZSE","CNY","S"
"000411.SZ","000411","英特集团","浙江","医药商业","ytjt","主板","19960716","","","","L","浙江英特集团股份有限公司","Zhejiang Int'l Group Co.,Ltd.","SZSE","CNY","S"
"000415.SZ","000415","渤海租赁","新疆","多元金融","bhzl","主板","19960716","无实际控制人","无","","L","渤海租赁股份有限公司","Bohai Leasing Co.,Ltd.","SZSE","CNY","S"
"000417.SZ","000417","合百集团","安徽","百货","hbjt","主板","19960812","合肥市人民政府国有资产监督管理委员会","地方国企","","L","合肥百货大楼集团股份有限公司","Hefei Department Store Group Co.,Ltd","SZSE","CNY","N"
"000419.SZ","000419","通程控股","湖南","百货","tckg","主板","19960816","长沙市人民政府国有资产监督管理委员会","地方国企","","L","长沙通程控股股份有限公司","Changsha Tongcheng Holdings Co.,Ltd","SZSE","CNY","N"
"000420.SZ","000420","吉林化纤","吉林","化纤","jlhx","主板","19960802","吉林省吉林市人民政府国有资产监督管理委员会","地方国企","","L","吉林化纤股份有限公司","Jilin Chemical Fibre Stock Co., Ltd.","SZSE","CNY","S"
"000421.SZ","000421","南京公用","江苏","供气供热","njgy","主板","19960806","","","","L","南京公用发展股份有限公司","Nanjing Public Utilities Development Co.,Ltd.","SZSE","CNY","N"
"000422.SZ","000422","湖北宜化","湖北","农药化肥","hbyh","主板","19960815","宜昌市人民政府国有资产监督管理委员会","地方国企","","L","湖北宜化化工股份有限公司","Hubei Yihua Chemical Industry Co.,Ltd","SZSE","CNY","S"
"000423.SZ","000423","东阿阿胶","山东","中成药","deej","主板","19960729","","","","L","东阿阿胶股份有限公司","Dong-E-E-Jiao Co.,Ltd.","SZSE","CNY","S"
"000425.SZ","000425","徐工机械","江苏","工程机械","xgjx","主板","19960828","徐州工程机械集团有限公司","地方国企","","L","徐工集团工程机械股份有限公司","XCMG Construction Machinery Co.,Ltd.","SZSE","CNY","S"
"000426.SZ","000426","兴业银锡","内蒙","铅锌","xyyx","主板","19960828","","","","L","内蒙古兴业银锡矿业股份有限公司","Inner Mongolia Xingye Silver &Tin Mining Co.,Ltd","SZSE","CNY","S"
"000428.SZ","000428","华天酒店","湖南","酒店餐饮","htjd","主板","19960808","","","","L","华天酒店集团股份有限公司","Huatian Hotel Group Co.,Ltd.","SZSE","CNY","N"
"000429.SZ","000429","粤高速A","广东","路桥","ygsa","主板","19980220","","","","L","广东省高速公路发展股份有限公司","Guangdong Provincial Expressway Development Co.Ltd.","SZSE","CNY","S"
"000430.SZ","000430","ST张家界","湖南","旅游景点","stzjj","主板","19960829","","","","L","张家界旅游集团股份有限公司","Zhang Jia Jie Tourism Group Co., Ltd","SZSE","CNY","N"
"000488.SZ","000488","ST晨鸣","山东","造纸","stcm","主板","20001120","寿光市国有资产监督管理办公室","地方国企","","L","山东晨鸣纸业集团股份有限公司","Shandong Chenming Paper Holdings Limited","SZSE","CNY","N"
"000498.SZ","000498","山东路桥","山东","建筑工程","sdlq","主板","19970609","","","","L","山东高速路桥集团股份有限公司","Shandong Hi-Speed Road&Bridge Group Co., Ltd.","SZSE","CNY","S"
"000501.SZ","000501","武商集团","湖北","百货","wsjt","主板","19921120","武汉市人民政府国有资产监督管理委员会","地方国企","","L","武商集团股份有限公司","Wushang Group Co., Ltd.","SZSE","CNY","S"
"000503.SZ","000503","国新健康","山东","软件服务","gxjk","主板","19921130","国务院国有资产监督管理委员会","中央国企","","L","国新健康保障服务集团股份有限公司","China Reform Health Management and Services Group Co., Ltd.","SZSE","CNY","S"
"000504.SZ","000504","*ST生物","湖南","医疗保健","stsw","主板","19921208","","","","L","南华生物医药股份有限公司","Landfar Bio-Medicine Co.,Ltd","SZSE","CNY","N"
"000505.SZ","000505","京粮控股","海南","食品","jlkg","主板","19921221","","","","L","海南京粮控股股份有限公司","Hainan Jingliang Holdings Co., Ltd.","SZSE","CNY","N"
"000506.SZ","000506","中润资源","山东","黄金","zrzy","主板","19930312","","","","L","中润资源投资股份有限公司","Zhongrun Resources Investment Corporation","SZSE","CNY","N"
"000507.SZ","000507","珠海港","广东","港口","zhg","主板","19930326","珠海市人民政府国有资产监督管理委员会","地方国企","","L","珠海港股份有限公司","Zhuhai Port Co.,Ltd.","SZSE","CNY","S"
"000509.SZ","000509","华塑控股","四川","元器件","hskg","主板","19930507","湖北省人民政府国有资产监督管理委员会","地方国企","","L","华塑控股股份有限公司","Huasu Holdings Co.,Ltd.","SZSE","CNY","N"
"000510.SZ","000510","新金路","四川","化工原料","xjl","主板","19930507","","","","L","四川新金路集团股份有限公司","Sichuan Xinjinlu Group Co.,Ltd","SZSE","CNY","N"
"000513.SZ","000513","丽珠集团","广东","化学制药","lzjt","主板","19931028","朱保国","民营企业","","L","丽珠医药集团股份有限公司","Livzon Pharmaceutical Group Inc.","SZSE","CNY","S"
"000514.SZ","000514","渝开发","重庆","区域地产","ykf","主板","19930712","重庆市国有资产监督管理委员会","地方国企","","L","重庆渝开发股份有限公司","Chongqing Yukaifa Co.,Ltd","SZSE","CNY","N"
"000516.SZ","000516","国际医学","陕西","医疗保健","gjyx","主板","19930809","","","","L","西安国际医学投资股份有限公司","Xi'an International Medical Investment Company Limited","SZSE","CNY","S"
"000517.SZ","000517","荣安地产","浙江","区域地产","radc","主板","19930806","王久芳","民营企业","","L","荣安地产股份有限公司","Rongan Property Co., Ltd.","SZSE","CNY","S"
"000518.SZ","000518","*ST四环","江苏","生物制药","stsh","主板","19930908","","","","L","江苏四环生物股份有限公司","Jiangsu Sihuan Bioengineering Co.,Ltd","SZSE","CNY","N"
"000519.SZ","000519","中兵红箭","湖南","专用机械","zbhj","主板","19931008","","","","L","中兵红箭股份有限公司","North Industries Group Red Arrow Co., Ltd","SZSE","CNY","S"
"000520.SZ","000520","凤凰航运","湖北","水运","fhhy","主板","19931025","李杨","民营企业","","L","凤凰航运(武汉)股份有限公司","Phoenix Shipping (Wuhan) Co.,Ltd.","SZSE","CNY","N"
"000521.SZ","000521","长虹美菱","安徽","家用电器","chml","主板","19931018","绵阳市国有资产监督管理委员会","地方国企","","L","长虹美菱股份有限公司","Changhong Meiling Co.,Ltd.","SZSE","CNY","S"
"000523.SZ","000523","红棉股份","广东","食品","hmgf","主板","19931108","","","","L","广州市红棉智汇科创股份有限公司","Hongmian Zhihui Science and Technology Innovation Co.,Ltd.Guangzhou","SZSE","CNY","S"
"000524.SZ","000524","岭南控股","广东","旅游服务","lnkg","主板","19931118","","","","L","广州岭南集团控股股份有限公司","Guangzhou Lingnan Group Holdings Company Limited","SZSE","CNY","S"
"000525.SZ","000525","红太阳","江苏","农药化肥","hty","主板","19931028","","","","L","南京红太阳股份有限公司","Nanjing Red Sun Co.,Ltd.","SZSE","CNY","N"
"000526.SZ","000526","学大教育","福建","文教休闲","xdjy","主板","19931101","无实际控制人","无","","L","学大(厦门)教育科技集团股份有限公司","Xueda (Xiamen) Education Technology Group Co., Ltd","SZSE","CNY","S"
"000528.SZ","000528","柳工","广西","工程机械","lg","主板","19931118","","","","L","广西柳工机械股份有限公司","Guangxi Liugong Machinery Co., Ltd.","SZSE","CNY","S"
"000529.SZ","000529","广弘控股","广东","食品","ghkg","主板","19931118","","","","L","广东广弘控股股份有限公司","Guangdong Guanghong Holdings Co.,Ltd.","SZSE","CNY","N"
"000530.SZ","000530","冰山冷热","辽宁","机械基件","bslr","主板","19931208","大连市人民政府国有资产监督管理委员会","地方国企","","L","冰山冷热科技股份有限公司","Bingshan Refrigeration & Heat Transfer Technologies Co., Ltd.","SZSE","CNY","N"
"000531.SZ","000531","穗恒运A","广东","火力发电","shya","主板","19940106","","","","L","广州恒运企业集团股份有限公司","Guangzhou Hengyun Enterprises Holding Ltd.","SZSE","CNY","S"
"000532.SZ","000532","华金资本","广东","多元金融","hjzb","主板","19940103","珠海市人民政府国有资产监督管理委员会","地方国企","","L","珠海华金资本股份有限公司","Zhuhai Huajin Capital Co., Ltd.","SZSE","CNY","N"
"000533.SZ","000533","顺钠股份","广东","电气设备","sngf","主板","19940103","","","","L","广东顺钠电气股份有限公司","Guangdong Shunna Electric Co., Ltd","SZSE","CNY","N"
"000534.SZ","000534","万泽股份","广东","生物制药","wzgf","主板","19940110","","","","L","万泽实业股份有限公司","Wedge Industrial Co.,Ltd.","SZSE","CNY","S"
"000536.SZ","000536","华映科技","福建","元器件","hykj","主板","19931126","福建省人民政府国有资产监督管理委员会","地方国企","","L","华映科技(集团)股份有限公司","Hua Ying Technology(Group) Co.,Ltd.","SZSE","CNY","S"
"000537.SZ","000537","中绿电","天津","新型电力","zld","主板","19931210","","","","L","天津中绿电投资股份有限公司","China Green Electricity Investment of Tianjin Co., Ltd.","SZSE","CNY","S"
"000538.SZ","000538","云南白药","云南","中成药","ynby","主板","19931215","","","","L","云南白药集团股份有限公司","Yunnan Baiyao Group Co.,Ltd.","SZSE","CNY","S"
"000539.SZ","000539","粤电力A","广东","火力发电","ydla","主板","19931126","","","","L","广东电力发展股份有限公司","Guangdong Electric Power Development Co.,Ltd","SZSE","CNY","S"
"000541.SZ","000541","佛山照明","广东","家用电器","fszm","主板","19931123","广东省广晟控股集团有限公司","地方国企","","L","佛山电器照明股份有限公司","Foshan Electrical and Lighting Co.,Ltd","SZSE","CNY","S"
"000543.SZ","000543","皖能电力","安徽","火力发电","wndl","主板","19931220","","","","L","安徽省皖能股份有限公司","An Hui Wenergy Company Limited","SZSE","CNY","S"
"000544.SZ","000544","中原环保","河南","环境保护","zyhb","主板","19931208","郑州市人民政府","地方国企","","L","中原环保股份有限公司","Central Plains Environment Protection Co.,Ltd.","SZSE","CNY","S"
"000545.SZ","000545","金浦钛业","吉林","化工原料","jpty","主板","19931215","","","","L","金浦钛业股份有限公司","Gpro Titanium Industry Co.,Ltd","SZSE","CNY","N"
"000546.SZ","000546","金圆股份","吉林","环境保护","jygf","主板","19931215","江苏省政府国有资产监督管理委员会","地方国企","","L","金圆环保股份有限公司","Jinyuan EP Co.,Ltd.","SZSE","CNY","N"
"000547.SZ","000547","航天发展","福建","通信设备","htfz","主板","19931130","","","","L","航天工业发展股份有限公司","Addsino Co.,Ltd.","SZSE","CNY","S"
"000548.SZ","000548","湖南投资","湖南","路桥","hntz","主板","19931220","长沙市人民政府国有资产监督管理委员会","地方国企","","L","湖南投资集团股份有限公司","Hunan Investment Group Co.,Ltd.","SZSE","CNY","N"
"000550.SZ","000550","江铃汽车","江西","汽车整车","jlqc","主板","19931201","江西省南昌市人民政府国有资产监督管理委员会","地方国企","","L","江铃汽车股份有限公司","Jiangling Motors Corporation, Ltd.","SZSE","CNY","S"
"000551.SZ","000551","创元科技","江苏","专用机械","cykj","主板","19940106","苏州市人民政府","地方国企","","L","创元科技股份有限公司","Create Technology & Science Co., Ltd.","SZSE","CNY","N"
"000552.SZ","000552","甘肃能化","甘肃","煤炭开采","gsnh","主板","19940106","","","","L","甘肃能化股份有限公司","Gansu Energy Chemical Co.,Ltd","SZSE","CNY","S"
"000553.SZ","000553","安道麦A","湖北","农药化肥","adma","主板","19931203","","","","L","安道麦股份有限公司","Adama Ltd.","SZSE","CNY","S"
"000554.SZ","000554","泰山石油","山东","石油贸易","tssy","主板","19931215","","","","L","中国石化山东泰山石油股份有限公司","Sinopec Shandong Taishan Pectroleum Co.,Ltd.","SZSE","CNY","N"
"000555.SZ","000555","神州信息","深圳","软件服务","szxx","主板","19940408","无实际控制人","无","","L","神州数码信息服务集团股份有限公司","Digital China Information Service Group Company Ltd.","SZSE","CNY","S"
"000557.SZ","000557","西部创业","宁夏","铁路","xbcy","主板","19940617","中华人民共和国财政部","中央国企","","L","宁夏西部创业实业股份有限公司","Ningxia Western Venture Industrial Co.,Ltd.","SZSE","CNY","S"
"000558.SZ","000558","天府文旅","四川","旅游景点","tfwl","主板","19940509","成都市国有资产监督管理委员会","地方国企","","L","成都新天府文化旅游发展股份有限公司","Chengdu New Tianfu Culture Tourism Development Co.,Ltd.","SZSE","CNY","N"
"000559.SZ","000559","万向钱潮","浙江","汽车配件","wxqc","主板","19940110","","","","L","万向钱潮股份公司","Wanxiang Qianchao Co.,Ltd.","SZSE","CNY","S"
"000560.SZ","000560","我爱我家","云南","房产服务","wawj","主板","19940202","","","","L","我爱我家控股集团股份有限公司","5I5j Holding Group Co., Ltd.","SZSE","CNY","S"
"000561.SZ","000561","烽火电子","陕西","通信设备","fhdz","主板","19940509","宝鸡市人民政府国有资产监督管理委员会","地方国企","","L","陕西烽火电子股份有限公司","Shaanxi Fenghuo Electronics Co., Ltd.","SZSE","CNY","S"
"000563.SZ","000563","陕国投A","陕西","多元金融","sgta","主板","19940110","","","","L","陕西省国际信托股份有限公司","Shaanxi International Trust Co.,Ltd.","SZSE","CNY","S"
"000564.SZ","000564","供销大集","陕西","百货","gxdj","主板","19940110","无实际控制人","无","","L","供销大集集团股份有限公司","Ccoop Group Co.,Ltd","SZSE","CNY","S"
"000565.SZ","000565","渝三峡A","重庆","染料涂料","ysxa","主板","19940408","重庆市国有资产监督管理委员会","地方国企","","L","重庆三峡油漆股份有限公司","Chongqing Sanxia Paints Co.,Ltd","SZSE","CNY","N"
"000566.SZ","000566","海南海药","海南","化学制药","hnhy","主板","19940525","国务院国有资产监督管理委员会","中央国企","","L","海南海药股份有限公司","Hainanhaiyao Co., Ltd.","SZSE","CNY","S"
